follower	followee	count
327759643	842072478834909184	1
1088999608863223810	842072478834909184	1
415331817	842072478834909184	1
63480850	842072478834909184	1
77371591	842072478834909184	1
1091057978839625728	842072478834909184	1
851827254837596160	842072478834909184	1
1000186507204870144	842072478834909184	1
405891864	842072478834909184	1
50873416	842072478834909184	1
60663	842072478834909184	1
1487822136	842072478834909184	1
747175748839026688	842072478834909184	1
1090493284697415680	842072478834909184	1
25433952	842072478834909184	1
1018329664807428096	842072478834909184	1
5106031	842072478834909184	1
428494011	842072478834909184	1
756638275721277440	842072478834909184	1
3093336818	842072478834909184	1
1029166724380336128	842072478834909184	1
1081051129906110464	842072478834909184	1
1090935877008850944	842072478834909184	1
4623231677	842072478834909184	1
78914170	842072478834909184	1
1090608140402507776	842072478834909184	1
1090507552440373248	842072478834909184	1
1030691599330824193	842072478834909184	1
564100506	842072478834909184	1
256623676	842072478834909184	1
89220500	842072478834909184	1
707223805798666240	842072478834909184	1
1090717860756901890	842072478834909184	1
942394309	842072478834909184	1
1090753883876544522	842072478834909184	1
553100212	842072478834909184	1
1090756672275005441	842072478834909184	1
471682535	842072478834909184	1
236017670	842072478834909184	1
978876228282314754	842072478834909184	1
924468110031286272	842072478834909184	1
35688816	842072478834909184	1
52521572	842072478834909184	1
1089138023965573121	842072478834909184	1
27898990	842072478834909184	1
74364267	842072478834909184	1
776855430974828545	842072478834909184	1
591182772	842072478834909184	1
43529180	842072478834909184	1
1380543036	842072478834909184	1
2394883337	842072478834909184	1
862272182570942464	842072478834909184	1
725115415832190976	842072478834909184	1
937404144737849345	842072478834909184	1
51852722	842072478834909184	1
1085619355122102274	842072478834909184	1
1090639490891333634	842072478834909184	1
29712931	842072478834909184	1
1090626348572381185	842072478834909184	1
512663017	842072478834909184	1
790831316	842072478834909184	1
22432705	842072478834909184	1
40793521	842072478834909184	1
185512826	842072478834909184	1
14100829	842072478834909184	1
4249606625	842072478834909184	1
983391649	842072478834909184	1
22194294	842072478834909184	1
790553752243675140	842072478834909184	1
796208917583798273	842072478834909184	1
3099951805	842072478834909184	1
1035921335460024326	842072478834909184	1
3242589086	842072478834909184	1
1090596468543635456	842072478834909184	1
1010453085750116352	842072478834909184	1
201940790	842072478834909184	1
974711559367921664	842072478834909184	1
18078170	842072478834909184	1
377100104	842072478834909184	1
2250779515	842072478834909184	1
856351625954373632	842072478834909184	1
974433825915834368	842072478834909184	1
4623212119	842072478834909184	1
18387002	842072478834909184	1
1090426867885187072	842072478834909184	1
2941011222	842072478834909184	1
93108855	842072478834909184	1
1011394444501774341	842072478834909184	1
1086114154858115072	842072478834909184	1
1018602355208736768	842072478834909184	1
1075953917400399872	842072478834909184	1
94157745	842072478834909184	1
621261442	842072478834909184	1
847282313188655104	842072478834909184	1
603015305	842072478834909184	1
446732448	842072478834909184	1
2888559118	842072478834909184	1
764529303002296320	842072478834909184	1
400941129	842072478834909184	1
815796772685709316	842072478834909184	1
1090424673224007684	842072478834909184	1
969522463653728257	842072478834909184	1
1074886157857632256	842072478834909184	1
741231477329940480	842072478834909184	1
712507169	842072478834909184	1
3142738974	842072478834909184	1
16807621	842072478834909184	1
896991	842072478834909184	1
3119355046	842072478834909184	1
228204524	842072478834909184	1
1065083171501428736	842072478834909184	1
1090408253668741120	842072478834909184	1
20686497	842072478834909184	1
537021282	842072478834909184	1
919760838109683712	842072478834909184	1
3300904947	842072478834909184	1
67939832	842072478834909184	1
711917501253177349	842072478834909184	1
18734216	842072478834909184	1
150496478	842072478834909184	1
2384326501	842072478834909184	1
3370902478	842072478834909184	1
363632448	842072478834909184	1
351265900	842072478834909184	1
1050934979734200320	842072478834909184	1
1027592601141211141	842072478834909184	1
1089312787585777664	842072478834909184	1
2309401297	842072478834909184	1
2512677038	842072478834909184	1
1398053324	842072478834909184	1
570463853	842072478834909184	1
4830737434	842072478834909184	1
1086737138677440512	842072478834909184	1
895930727396765696	842072478834909184	1
1045806904289550336	842072478834909184	1
121666716	842072478834909184	1
1022894885999976449	842072478834909184	1
1090342872006737920	842072478834909184	1
70844801	842072478834909184	1
3237541708	842072478834909184	1
728249916234018816	842072478834909184	1
621248993	842072478834909184	1
834042281820831744	842072478834909184	1
967639452	842072478834909184	1
1636192376	842072478834909184	1
4399791395	842072478834909184	1
858065374302130177	842072478834909184	1
271751977	842072478834909184	1
723597481888587776	842072478834909184	1
37681382	842072478834909184	1
1052752776755703808	842072478834909184	1
2361866123	842072478834909184	1
46668376	842072478834909184	1
899843027270860800	842072478834909184	1
1447003554	842072478834909184	1
1039098744220917761	842072478834909184	1
271010827	842072478834909184	1
2293236439	842072478834909184	1
1090238344410349568	842072478834909184	1
41404597	842072478834909184	1
14938815	842072478834909184	1
901498046768402432	842072478834909184	1
2256902241	842072478834909184	1
81874632	842072478834909184	1
1084552270740631555	842072478834909184	1
3188871920	842072478834909184	1
930408043145244672	842072478834909184	1
2808407468	842072478834909184	1
26366103	842072478834909184	1
1506315145	842072478834909184	1
1085537588209946624	842072478834909184	1
818710891	842072478834909184	1
817149068	842072478834909184	1
973036013705625600	842072478834909184	1
872271222414999552	842072478834909184	1
2841626870	842072478834909184	1
862122807605342208	842072478834909184	1
1658935404	842072478834909184	1
1321704770	842072478834909184	1
385448568	842072478834909184	1
1321473554	842072478834909184	1
713777224068030464	842072478834909184	1
138726463	842072478834909184	1
269976749	842072478834909184	1
2750880166	842072478834909184	1
964708393465282561	842072478834909184	1
899082040150302721	842072478834909184	1
1090238588086878210	842072478834909184	1
883869206084767745	842072478834909184	1
194292301	842072478834909184	1
3220862028	842072478834909184	1
1067858393292042240	842072478834909184	1
918143241244962816	842072478834909184	1
1090203065628553217	842072478834909184	1
1084900282830594048	842072478834909184	1
1058741447745126400	842072478834909184	1
1080211237412040704	842072478834909184	1
107729295	842072478834909184	1
739085349775933440	842072478834909184	1
1089491313123303424	842072478834909184	1
547069280	842072478834909184	1
171992152	842072478834909184	1
517982536	842072478834909184	1
829922243664764931	842072478834909184	1
243483242	842072478834909184	1
736218398737104898	842072478834909184	1
536754911	842072478834909184	1
119103020	842072478834909184	1
758856247458209793	842072478834909184	1
2556049726	842072478834909184	1
1087580072029052928	842072478834909184	1
1607380994	842072478834909184	1
151159681	842072478834909184	1
735961771496857601	842072478834909184	1
929375643711787011	842072478834909184	1
1397713195	842072478834909184	1
189209735	842072478834909184	1
1053049027787288576	842072478834909184	1
902981701168758785	842072478834909184	1
3367017185	842072478834909184	1
375679398	842072478834909184	1
1242263059	842072478834909184	1
811703425108803585	842072478834909184	1
1055542231	842072478834909184	1
474561940	842072478834909184	1
1080854935535800320	842072478834909184	1
1087802866721468416	842072478834909184	1
402792390	842072478834909184	1
80872489	842072478834909184	1
252760799	842072478834909184	1
110144001	842072478834909184	1
1089687097668100101	842072478834909184	1
133827411	842072478834909184	1
970825497809530881	842072478834909184	1
20448816	842072478834909184	1
976282825	842072478834909184	1
406666610	842072478834909184	1
85167909	842072478834909184	1
134460308	842072478834909184	1
940382423203942400	842072478834909184	1
1049271172586774528	842072478834909184	1
83143029	842072478834909184	1
708642388260982784	842072478834909184	1
16436111	842072478834909184	1
367948483	842072478834909184	1
376168428	842072478834909184	1
1089911788009897985	842072478834909184	1
944471310	842072478834909184	1
1056934366822219776	842072478834909184	1
2374115088	842072478834909184	1
1052376177325817856	842072478834909184	1
385667376	842072478834909184	1
304013990	842072478834909184	1
715554505283207168	842072478834909184	1
482267650	842072478834909184	1
2820520180	842072478834909184	1
50652774	842072478834909184	1
801119924240416769	842072478834909184	1
1089847935058227200	842072478834909184	1
1588646762	842072478834909184	1
45617567	842072478834909184	1
1072199820159410176	842072478834909184	1
221925727	842072478834909184	1
150331409	842072478834909184	1
65456671	842072478834909184	1
1089720524547198977	842072478834909184	1
958914912381751297	842072478834909184	1
423790009	842072478834909184	1
2992927231	842072478834909184	1
26812918	842072478834909184	1
2218397472	842072478834909184	1
1085700809432723456	842072478834909184	1
1089689782853165056	842072478834909184	1
28067972	842072478834909184	1
1078907357793406976	842072478834909184	1
949023899068575744	842072478834909184	1
1037470866265792513	842072478834909184	1
888941960060391424	842072478834909184	1
54591185	842072478834909184	1
1089090999056506882	842072478834909184	1
342353426	842072478834909184	1
626782414	842072478834909184	1
932002415519326208	842072478834909184	1
2275148730	842072478834909184	1
1064209583726649357	842072478834909184	1
922532963363016704	842072478834909184	1
95109559	842072478834909184	1
1089473940416806917	842072478834909184	1
116627847	842072478834909184	1
58674729	842072478834909184	1
1613580583	842072478834909184	1
1086325831918444544	842072478834909184	1
959096590647676934	842072478834909184	1
82725240	842072478834909184	1
2479568371	842072478834909184	1
361305333	842072478834909184	1
2821108286	842072478834909184	1
991843098618548224	842072478834909184	1
870107710791925761	842072478834909184	1
914283124372189186	842072478834909184	1
89273267	842072478834909184	1
3783913583	842072478834909184	1
96971772	842072478834909184	1
2336815051	842072478834909184	1
2758989098	842072478834909184	1
1072653182730412032	842072478834909184	1
2842706390	842072478834909184	1
726404886439559169	842072478834909184	1
1034750571352412160	842072478834909184	1
1089341932474634240	842072478834909184	1
1084346401637560321	842072478834909184	1
16098822	842072478834909184	1
421030645	842072478834909184	1
865749272	842072478834909184	1
4002610646	842072478834909184	1
3231559374	842072478834909184	1
2458920931	842072478834909184	1
994719489748070400	842072478834909184	1
299322134	842072478834909184	1
4848433171	842072478834909184	1
4774465640	842072478834909184	1
26283307	842072478834909184	1
3233879053	842072478834909184	1
28588244	842072478834909184	1
247798301	842072478834909184	1
485662193	842072478834909184	1
1087540637107437569	842072478834909184	1
21220343	842072478834909184	1
780105936786587652	842072478834909184	1
40830033	842072478834909184	1
1075872286530564097	842072478834909184	1
1010250168069812225	842072478834909184	1
864482539750248449	842072478834909184	1
1048690264028712961	842072478834909184	1
1076930804318654466	842072478834909184	1
982628900650893318	842072478834909184	1
1891103436	842072478834909184	1
571151026	842072478834909184	1
1016604077306892289	842072478834909184	1
1436345498	842072478834909184	1
1088575072993005574	842072478834909184	1
1084130897065111552	842072478834909184	1
1089040842780823553	842072478834909184	1
1088815689815724036	842072478834909184	1
269309495	842072478834909184	1
3044112645	842072478834909184	1
2768283183	842072478834909184	1
1089023492823994369	842072478834909184	1
437917801	842072478834909184	1
1031163981661069312	842072478834909184	1
1062125350077980672	842072478834909184	1
225934255	842072478834909184	1
547310367	842072478834909184	1
545515613	842072478834909184	1
984643830824697856	842072478834909184	1
2938784674	842072478834909184	1
52547083	842072478834909184	1
188590374	842072478834909184	1
1730565282	842072478834909184	1
290034235	842072478834909184	1
91465487	842072478834909184	1
1078863873644613632	842072478834909184	1
1037530130	842072478834909184	1
873788429527658496	842072478834909184	1
1075218842996092929	842072478834909184	1
36562950	842072478834909184	1
1088795556535619587	842072478834909184	1
1080820763450589184	842072478834909184	1
890271580986761216	842072478834909184	1
46954239	842072478834909184	1
279461212	842072478834909184	1
489996958	842072478834909184	1
960873867144323072	842072478834909184	1
1079452107198119937	842072478834909184	1
256981653	842072478834909184	1
1374605617	842072478834909184	1
3181215337	842072478834909184	1
404796173	842072478834909184	1
834224913284268032	842072478834909184	1
420023202	842072478834909184	1
18788425	842072478834909184	1
23807294	842072478834909184	1
127013787	842072478834909184	1
776539415250206721	842072478834909184	1
944641535823564800	842072478834909184	1
199546006	842072478834909184	1
3022144437	842072478834909184	1
1072481990983733255	842072478834909184	1
1088847302305898497	842072478834909184	1
1601176327	842072478834909184	1
1030821321289211904	842072478834909184	1
1039194549690748929	842072478834909184	1
761800443114590209	842072478834909184	1
1088828310044491779	842072478834909184	1
4198003934	842072478834909184	1
36776703	842072478834909184	1
108645028	842072478834909184	1
1088802019236732929	842072478834909184	1
955813272766345216	842072478834909184	1
2768936053	842072478834909184	1
1044458895559806976	842072478834909184	1
2358525440	842072478834909184	1
31106090	842072478834909184	1
736356306118840320	842072478834909184	1
1078287248	842072478834909184	1
148811475	842072478834909184	1
931184465883299840	842072478834909184	1
43511440	842072478834909184	1
577747992	842072478834909184	1
756342842855829504	842072478834909184	1
75405585	842072478834909184	1
1027288729516298240	842072478834909184	1
548851337	842072478834909184	1
871602015847104513	842072478834909184	1
1528246526	842072478834909184	1
64670625	842072478834909184	1
1088654406210400256	842072478834909184	1
487280893	842072478834909184	1
490063708	842072478834909184	1
291772936	842072478834909184	1
252685428	842072478834909184	1
76114563	842072478834909184	1
27530892	842072478834909184	1
784780257421324288	842072478834909184	1
236450660	842072478834909184	1
1041250760	842072478834909184	1
22773131	842072478834909184	1
384908674	842072478834909184	1
1088586626199154689	842072478834909184	1
721551261925908481	842072478834909184	1
1085357020847529986	842072478834909184	1
3030279587	842072478834909184	1
216536001	842072478834909184	1
18593394	842072478834909184	1
302219126	842072478834909184	1
891808682316623873	842072478834909184	1
1088550534464847872	842072478834909184	1
1065824676717322241	842072478834909184	1
1083783655506489344	842072478834909184	1
760317263379431424	842072478834909184	1
15547892	842072478834909184	1
872453979208380417	842072478834909184	1
52793095	842072478834909184	1
110196972	842072478834909184	1
915299699841814531	842072478834909184	1
52499553	842072478834909184	1
453016655	842072478834909184	1
1366207212	842072478834909184	1
1086362996144828416	842072478834909184	1
88651950	842072478834909184	1
3359004177	842072478834909184	1
1037052366304862208	842072478834909184	1
1085951857208541184	842072478834909184	1
776046724812943360	842072478834909184	1
194713794	842072478834909184	1
613782745	842072478834909184	1
10845422	842072478834909184	1
31602897	842072478834909184	1
238207778	842072478834909184	1
773655144131072001	842072478834909184	1
2434662084	842072478834909184	1
2860297268	842072478834909184	1
308558055	842072478834909184	1
2215969375	842072478834909184	1
191494252	842072478834909184	1
259555757	842072478834909184	1
30940684	842072478834909184	1
18252547	842072478834909184	1
551423471	842072478834909184	1
134958817	842072478834909184	1
992415688907161600	842072478834909184	1
3599834535	842072478834909184	1
246909964	842072478834909184	1
30260128	842072478834909184	1
1088460161835024384	842072478834909184	1
882011587355312129	842072478834909184	1
30457027	842072478834909184	1
930792993333723136	842072478834909184	1
785469336131698688	842072478834909184	1
1085952793016438790	842072478834909184	1
1088434265497456640	842072478834909184	1
1075413912777043974	842072478834909184	1
2367404870	842072478834909184	1
426307469	842072478834909184	1
69573466	842072478834909184	1
73004167	842072478834909184	1
922545503304380416	842072478834909184	1
1086588988498956288	842072478834909184	1
1087229780284633090	842072478834909184	1
2819349266	842072478834909184	1
1036857704	842072478834909184	1
532563696	842072478834909184	1
3900881661	842072478834909184	1
890307291895001088	842072478834909184	1
2736349985	842072478834909184	1
1088268802322771968	842072478834909184	1
22443950	842072478834909184	1
1088231456923680768	842072478834909184	1
413604045	842072478834909184	1
797259926603239430	842072478834909184	1
843516941507604480	842072478834909184	1
766081187668430850	842072478834909184	1
2580737264	842072478834909184	1
1064452409404137472	842072478834909184	1
1088198000722116609	842072478834909184	1
1711315944	842072478834909184	1
938390839327363072	842072478834909184	1
1591570975	842072478834909184	1
723157611034632192	842072478834909184	1
1088187821406543872	842072478834909184	1
174800285	842072478834909184	1
277130875	842072478834909184	1
1086353626031943684	842072478834909184	1
3401431660	842072478834909184	1
387190268	842072478834909184	1
99555170	842072478834909184	1
1037858348861931520	842072478834909184	1
375276423	842072478834909184	1
4379325736	842072478834909184	1
1088137032210305025	842072478834909184	1
874642201703137280	842072478834909184	1
1087392328741015552	842072478834909184	1
1081941002246676481	842072478834909184	1
1080704240408875008	842072478834909184	1
1088100000586817536	842072478834909184	1
1068538682037190662	842072478834909184	1
2544235902	842072478834909184	1
990977926769164288	842072478834909184	1
193603101	842072478834909184	1
43285940	842072478834909184	1
1043049425969401857	842072478834909184	1
2517976887	842072478834909184	1
1071491131005792256	842072478834909184	1
314113129	842072478834909184	1
1084730661087326208	842072478834909184	1
3755494635	842072478834909184	1
2842991527	842072478834909184	1
485136858	842072478834909184	1
23080380	842072478834909184	1
2882235660	842072478834909184	1
636527465	842072478834909184	1
873121433060220929	842072478834909184	1
633322196	842072478834909184	1
822266095059013633	842072478834909184	1
55972739	842072478834909184	1
615289328	842072478834909184	1
287663872	842072478834909184	1
138095358	842072478834909184	1
848122112527171584	842072478834909184	1
370067393	842072478834909184	1
15987276	842072478834909184	1
15255424	842072478834909184	1
23355579	842072478834909184	1
1058662675356508160	842072478834909184	1
1345182186	842072478834909184	1
29522394	842072478834909184	1
944647022711361538	842072478834909184	1
501287192	842072478834909184	1
1638037242	842072478834909184	1
1087942203886964736	842072478834909184	1
456863745	842072478834909184	1
1087939725581795330	842072478834909184	1
1371035232	842072478834909184	1
1061885456202194944	842072478834909184	1
303328446	842072478834909184	1
403670742	842072478834909184	1
1037369986124312576	842072478834909184	1
937741605393403904	842072478834909184	1
66585244	842072478834909184	1
3218915870	842072478834909184	1
1082069214997999616	842072478834909184	1
921188637332656129	842072478834909184	1
22343105	842072478834909184	1
304059987	842072478834909184	1
1087911374737551360	842072478834909184	1
78710919	842072478834909184	1
266372502	842072478834909184	1
575010364	842072478834909184	1
1085405761109458946	842072478834909184	1
1086764348259758081	842072478834909184	1
842391902225891328	842072478834909184	1
354628866	842072478834909184	1
3432065986	842072478834909184	1
404509590	842072478834909184	1
385548955	842072478834909184	1
2181327841	842072478834909184	1
1654255129	842072478834909184	1
813966412830031872	842072478834909184	1
4175298153	842072478834909184	1
186980730	842072478834909184	1
762539592	842072478834909184	1
917098536675807232	842072478834909184	1
31555440	842072478834909184	1
158895449	842072478834909184	1
265666055	842072478834909184	1
899393696587808769	842072478834909184	1
1637589091	842072478834909184	1
822189385177124864	842072478834909184	1
324617772	842072478834909184	1
931578451395534850	842072478834909184	1
1087506569405837315	842072478834909184	1
621632187	842072478834909184	1
1087768298853449728	842072478834909184	1
24064536	842072478834909184	1
2246062914	842072478834909184	1
915168146134323200	842072478834909184	1
747789817883201536	842072478834909184	1
607770609	842072478834909184	1
1009810515693010944	842072478834909184	1
1636702268	842072478834909184	1
989330883545985024	842072478834909184	1
18976015	842072478834909184	1
425942753	842072478834909184	1
1236937292	842072478834909184	1
146724587	842072478834909184	1
220561785	842072478834909184	1
1086000414690951168	842072478834909184	1
43829624	842072478834909184	1
2539140719	842072478834909184	1
2279912558	842072478834909184	1
1046636362458259456	842072478834909184	1
3284612881	842072478834909184	1
990337170660581376	842072478834909184	1
2945575382	842072478834909184	1
21763313	842072478834909184	1
123711766	842072478834909184	1
1085704874396807168	842072478834909184	1
1042778962307502080	842072478834909184	1
1018275264	842072478834909184	1
1286346072	842072478834909184	1
1083127111303409664	842072478834909184	1
2513567520	842072478834909184	1
2174461830	842072478834909184	1
438042886	842072478834909184	1
997241941	842072478834909184	1
971020804744994817	842072478834909184	1
707696901	842072478834909184	1
37204925	842072478834909184	1
487931987	842072478834909184	1
866331843787984897	842072478834909184	1
261943926	842072478834909184	1
216670413	842072478834909184	1
1087688423761154048	842072478834909184	1
2974727999	842072478834909184	1
787404890	842072478834909184	1
32376314	842072478834909184	1
15473072	842072478834909184	1
1031969848534945793	842072478834909184	1
955442706951561218	842072478834909184	1
1084379673801428996	842072478834909184	1
770774480398319616	842072478834909184	1
2888332403	842072478834909184	1
2867779576	842072478834909184	1
1683693072	842072478834909184	1
540071414	842072478834909184	1
